state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Rajasthan,Jaipur,Bagru,Guar Seed(Cluster Beans Seed),Other,15/01/2021,3400,3550,3475
Rajasthan,Jaipur,Bagru,Jowar(Sorghum),Other,15/01/2021,2500,2800,2650
Rajasthan,Jaipur,Jaipur (Grain),Gur(Jaggery),Other,15/01/2021,2975,3750,3200
Rajasthan,Jaipur,Jaipur(Bassi),Bajra(Pearl Millet/Cumbu),Bold,15/01/2021,1254,1341,1297
Rajasthan,Jaipur,Jaipur(Bassi),Barley (Jau),Deshi,15/01/2021,1198,1213,1205
Rajasthan,Jaipur,Jaipur(Bassi),Guar Seed(Cluster Beans Seed),Other,15/01/2021,3576,3592,3584
Rajasthan,Jaipur,Jaipur(Bassi),Taramira,Other,15/01/2021,4311,4311,4311
Rajasthan,Jalore,Jalore,Bottle gourd,Other,15/01/2021,1000,1200,1100
Rajasthan,Jalore,Jalore,Brinjal,Other,15/01/2021,1000,1200,1100
Rajasthan,Jalore,Jalore,Cabbage,Other,15/01/2021,800,1000,900
Rajasthan,Jalore,Jalore,Carrot,Other,15/01/2021,800,1000,900
Rajasthan,Jalore,Jalore,Cauliflower,Other,15/01/2021,1200,1500,1400
Rajasthan,Jalore,Jalore,Coriander(Leaves),Other,15/01/2021,1000,1200,1100
Rajasthan,Jalore,Jalore,Cucumbar(Kheera),Other,15/01/2021,2000,2500,2200
Rajasthan,Jalore,Jalore,Garlic,Other,15/01/2021,7000,7500,7200
Rajasthan,Jalore,Jalore,Green Chilli,Other,15/01/2021,2500,3000,2800
Rajasthan,Jalore,Jalore,Onion,Other,15/01/2021,2000,2500,2200
Rajasthan,Jalore,Jalore,Potato,Other,15/01/2021,1400,1600,1500
Rajasthan,Jalore,Jalore,Raddish,Other,15/01/2021,600,800,700
Rajasthan,Jalore,Jalore,Tomato,Other,15/01/2021,1500,2000,1800
Rajasthan,Jhunjunu,Nawalgarh,Onion,1st Sort,15/01/2021,1290,1310,1300
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Bajra(Pearl Millet/Cumbu),Other,15/01/2021,1400,1700,1550
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),15/01/2021,4100,4200,4150
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Castor Seed,Other,15/01/2021,3000,3400,3200
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Cummin Seed(Jeera),Other,15/01/2021,10700,12700,11700
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Garlic,Average,15/01/2021,5000,6000,5500
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Green Gram (Moong)(Whole),Other,15/01/2021,5430,6640,6065
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Guar Seed(Cluster Beans Seed),Other,15/01/2021,3500,3665,3582
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Jowar(Sorghum),Other,15/01/2021,1500,1700,1600
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Moath Dal,Other,15/01/2021,5311,5855,5583
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Mustard,Other,15/01/2021,5000,5195,5097
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),"Sesamum(Sesame,Gingelly,Til)",Gajjar,15/01/2021,7000,8000,7500
Rajasthan,Jodhpur,Jodhpur (Grain)(Mandor),Wheat,Dara,15/01/2021,1700,1800,1750
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Bajra(Pearl Millet/Cumbu),Other,15/01/2021,1500,1600,1550
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Bengal Gram(Gram)(Whole),Other,15/01/2021,4050,4100,4075
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Green Gram (Moong)(Whole),Other,15/01/2021,6400,7160,6780
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Jowar(Sorghum),Other,15/01/2021,1800,2300,2050
Tamil Nadu,Coimbatore,Pudupalayam,Coconut,Coconut,15/01/2021,3300,3500,3400
Tamil Nadu,Erode,Vellakkoil,Copra,Copra,15/01/2021,7620,12060,11715
Telangana,Hyderabad,Bowenpally,Bhindi(Ladies Finger),Bhindi,15/01/2021,1000,2000,1600
Telangana,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,15/01/2021,1000,1600,1300
Telangana,Hyderabad,Bowenpally,Cabbage,Cabbage,15/01/2021,300,500,400
Telangana,Hyderabad,Bowenpally,Carrot,Carrot,15/01/2021,300,1000,800
Telangana,Hyderabad,Bowenpally,Cauliflower,African Sarson,15/01/2021,500,1600,1300
Telangana,Hyderabad,Bowenpally,Cluster beans,Cluster Beans,15/01/2021,1000,2000,1600
Telangana,Hyderabad,Bowenpally,Field Pea,Field Pea,15/01/2021,1000,4000,3500
Telangana,Hyderabad,Bowenpally,French Beans (Frasbean),French Beans (Frasbean),15/01/2021,1000,2200,1800
Telangana,Hyderabad,Bowenpally,Green Chilli,Green Chilly,15/01/2021,1000,3000,2500
Telangana,Hyderabad,Bowenpally,Potato,(Red Nanital),15/01/2021,1000,1800,1400
Telangana,Hyderabad,Bowenpally,Tomato,Deshi,15/01/2021,300,600,500
Telangana,Karimnagar,Koratla,Paddy(Dhan)(Common),MTU-1010,15/01/2021,1888,1888,1888
Telangana,Medak,Sangareddy,Cabbage,Cabbage,15/01/2021,600,1000,800
Telangana,Medak,Sangareddy,Green Chilli,Green Chilly,15/01/2021,2000,2400,2300
Telangana,Medak,Sangareddy,Tomato,Deshi,15/01/2021,600,800,700
Telangana,Nizamabad,Bodhan,Paddy(Dhan)(Common),MTU-1010,15/01/2021,1888,1888,1888
Telangana,Nizamabad,Pitlam,Paddy(Dhan)(Common),MTU-1010,15/01/2021,1888,1888,1888
Tripura,Sepahijala,Melaghar,Banana,Banana - Ripe,15/01/2021,1400,2200,1800
Tripura,Sepahijala,Melaghar,Brinjal,Brinjal,15/01/2021,900,1100,1000
Tripura,Sepahijala,Melaghar,Cabbage,Cabbage,15/01/2021,600,800,700
Tripura,Sepahijala,Melaghar,Cauliflower,Cauliflower,15/01/2021,1100,1300,1200
Tripura,Sepahijala,Melaghar,Cucumbar(Kheera),Cucumbar,15/01/2021,2800,3200,3000
Tripura,Sepahijala,Melaghar,Fish,Bata Putti,15/01/2021,17000,19000,18000
Tripura,Sepahijala,Melaghar,Fish,Katla(Big),15/01/2021,24000,28000,25000
Tripura,Sepahijala,Melaghar,Fish,Rahu(Local),15/01/2021,20000,24000,22000
Tripura,Sepahijala,Melaghar,Green Chilli,Green Chilly,15/01/2021,9000,11000,10000
Tripura,Sepahijala,Melaghar,Onion,Small,15/01/2021,4100,4300,4200
Tripura,Sepahijala,Melaghar,Potato,Jalander,15/01/2021,1100,1300,1200
Tripura,Sepahijala,Melaghar,Rice,Coarse,15/01/2021,2700,2900,2800
Tripura,Sepahijala,Melaghar,Rice,Fine,15/01/2021,3200,3400,3300
Tripura,Sepahijala,Melaghar,Rice,Masuri,15/01/2021,2900,3100,3000
Tripura,Sepahijala,Melaghar,Sweet Pumpkin,Sweet Pumpkin,15/01/2021,2900,3100,3000
Tripura,Sepahijala,Sonamura,Banana - Green,Banana - Green,15/01/2021,4000,6000,5000
Tripura,Sepahijala,Sonamura,Bitter gourd,Bitter Gourd,15/01/2021,6000,8000,7000
Tripura,Sepahijala,Sonamura,Brinjal,Round/Long,15/01/2021,1000,1800,1200
Tripura,Sepahijala,Sonamura,Cabbage,Cabbage,15/01/2021,800,1200,1000
Tripura,Sepahijala,Sonamura,Cauliflower,Cauliflower,15/01/2021,1200,1500,1400
Tripura,Sepahijala,Sonamura,Cock,Boiler/Firm(White),15/01/2021,220,250,230
Tripura,Sepahijala,Sonamura,Cucumbar(Kheera),Cucumbar,15/01/2021,3000,3500,3200
Tripura,Sepahijala,Sonamura,Fish,Katla(Big),15/01/2021,30000,32000,31000
Tripura,Sepahijala,Sonamura,Fish,Rahu(Local),15/01/2021,20000,23000,22000
Tripura,Sepahijala,Sonamura,Ginger(Green),Green Ginger,15/01/2021,4000,6000,5000
Tripura,Sepahijala,Sonamura,Green Chilli,Green Chilly,15/01/2021,8000,10000,9000
Tripura,Sepahijala,Sonamura,Papaya (Raw),Papaya (Raw),15/01/2021,1000,1200,1100
Tripura,Sepahijala,Sonamura,Potato,Local,15/01/2021,1400,1600,1500
Tripura,Sepahijala,Sonamura,Tomato,Hybrid,15/01/2021,2500,3000,2800
Tripura,South District,Kalsi,Cabbage,Other,15/01/2021,2000,3000,2500
Tripura,South District,Kalsi,Cauliflower,Other,15/01/2021,2000,3000,2500
Tripura,South District,Kalsi,Green Chilli,Other,15/01/2021,7000,9000,8000
Tripura,South District,Kalsi,Potato,Other,15/01/2021,1000,2000,1500
Tripura,South District,Kalsi,Rice,Masuri,15/01/2021,2800,3000,2900
Tripura,South District,Kalsi,Tomato,Other,15/01/2021,4000,6000,5000
Uttar Pradesh,Agra,Achnera,Bajra(Pearl Millet/Cumbu),Deshi,15/01/2021,1300,1360,1330
Uttar Pradesh,Agra,Achnera,Banana,Banana - Ripe,15/01/2021,1900,1980,1940
Uttar Pradesh,Agra,Achnera,Barley (Jau),Dara,15/01/2021,1600,1650,1625
Uttar Pradesh,Agra,Achnera,Bottle gourd,Bottle Gourd,15/01/2021,740,820,780
Uttar Pradesh,Agra,Achnera,Brinjal,Brinjal,15/01/2021,760,840,800
Uttar Pradesh,Agra,Achnera,Cabbage,Cabbage,15/01/2021,500,580,540
Uttar Pradesh,Agra,Achnera,Carrot,Carrot,15/01/2021,550,650,600
Uttar Pradesh,Agra,Achnera,Cauliflower,Cauliflower,15/01/2021,500,600,550
Uttar Pradesh,Agra,Achnera,Field Pea,Field Pea,15/01/2021,990,1090,1040
Uttar Pradesh,Agra,Achnera,Green Chilli,Green Chilly,15/01/2021,2000,2100,2050
Uttar Pradesh,Agra,Achnera,Lemon,Lemon,15/01/2021,2340,2420,2380
Uttar Pradesh,Agra,Achnera,Mustard,Sarson(Black),15/01/2021,5400,5600,5500
Uttar Pradesh,Agra,Achnera,Onion,Red,15/01/2021,2580,2660,2620
Uttar Pradesh,Agra,Achnera,Paddy(Dhan)(Basmati),Sugandha,15/01/2021,2130,2330,2230
Uttar Pradesh,Agra,Achnera,Potato,Desi,15/01/2021,820,920,870
Uttar Pradesh,Agra,Achnera,Pumpkin,Pumpkin,15/01/2021,840,920,880
Uttar Pradesh,Agra,Achnera,Raddish,Raddish,15/01/2021,400,480,440
Uttar Pradesh,Agra,Achnera,Spinach,Spinach,15/01/2021,400,500,450
Uttar Pradesh,Agra,Achnera,Tomato,Deshi,15/01/2021,940,1040,990
Uttar Pradesh,Agra,Achnera,Wheat,Dara,15/01/2021,1620,1700,1660
Uttar Pradesh,Aligarh,Aligarh,Apple,Delicious,15/01/2021,4900,5100,5000
Uttar Pradesh,Aligarh,Aligarh,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),15/01/2021,5200,5300,5250
Uttar Pradesh,Aligarh,Aligarh,Banana,Banana - Ripe,15/01/2021,1900,2000,1950
Uttar Pradesh,Aligarh,Aligarh,Barley (Jau),Dara,15/01/2021,1500,1520,1510
Uttar Pradesh,Aligarh,Aligarh,Bengal Gram(Gram)(Whole),Desi (Whole),15/01/2021,5700,5800,5750
Uttar Pradesh,Aligarh,Aligarh,Bottle gourd,Bottle Gourd,15/01/2021,750,850,800
Uttar Pradesh,Aligarh,Aligarh,Brinjal,Round,15/01/2021,700,800,750
Uttar Pradesh,Aligarh,Aligarh,Cabbage,Cabbage,15/01/2021,450,550,500
Uttar Pradesh,Aligarh,Aligarh,Cauliflower,Cauliflower,15/01/2021,550,650,600
Uttar Pradesh,Aligarh,Aligarh,Cucumbar(Kheera),Cucumbar,15/01/2021,1050,1150,1100
Uttar Pradesh,Aligarh,Aligarh,Ghee,Ghee,15/01/2021,39550,39650,39600
Uttar Pradesh,Aligarh,Aligarh,Ginger(Green),Green Ginger,15/01/2021,2800,2900,2850
Uttar Pradesh,Aligarh,Aligarh,Green Chilli,Green Chilly,15/01/2021,3200,3300,3250
Uttar Pradesh,Aligarh,Aligarh,Green Gram (Moong)(Whole),Local (Whole),15/01/2021,6050,6150,6100
Uttar Pradesh,Aligarh,Aligarh,Guava,Guava,15/01/2021,1950,2050,2000
Uttar Pradesh,Aligarh,Aligarh,Gur(Jaggery),Red,15/01/2021,2600,2700,2650
Uttar Pradesh,Aligarh,Aligarh,Lemon,Lemon,15/01/2021,2000,2100,2050
Uttar Pradesh,Aligarh,Aligarh,Lentil (Masur)(Whole),Masoor Gola,15/01/2021,6150,6250,6200
Uttar Pradesh,Aligarh,Aligarh,Maize,Hybrid,15/01/2021,1800,1850,1850
Uttar Pradesh,Aligarh,Aligarh,Mousambi(Sweet Lime),Mousambi,15/01/2021,2050,2150,2100
Uttar Pradesh,Aligarh,Aligarh,Mustard,Sarson(Black),15/01/2021,5750,5850,5800
Uttar Pradesh,Aligarh,Aligarh,Mustard Oil,Mustard Oil,15/01/2021,11900,12000,11950
Uttar Pradesh,Aligarh,Aligarh,Onion,Red,15/01/2021,2750,2850,2800
Uttar Pradesh,Aligarh,Aligarh,Paddy(Dhan)(Basmati),1121,15/01/2021,2750,2850,2800
Uttar Pradesh,Aligarh,Aligarh,Paddy(Dhan)(Basmati),Basmati 1509,15/01/2021,2250,2350,2300
Uttar Pradesh,Aligarh,Aligarh,Paddy(Dhan)(Basmati),Sugandha,15/01/2021,2100,2200,2150
Uttar Pradesh,Aligarh,Aligarh,Papaya,Papaya,15/01/2021,1750,1850,1800
Uttar Pradesh,Aligarh,Aligarh,Pomegranate,Pomogranate,15/01/2021,4400,4500,4450
Uttar Pradesh,Aligarh,Aligarh,Potato,Desi,15/01/2021,900,1000,950
Uttar Pradesh,Aligarh,Aligarh,Pumpkin,Pumpkin,15/01/2021,850,950,900
Uttar Pradesh,Aligarh,Aligarh,Raddish,Raddish,15/01/2021,450,550,500
Uttar Pradesh,Aligarh,Aligarh,Rice,III,15/01/2021,2530,2570,2550
Uttar Pradesh,Aligarh,Aligarh,Tomato,Hybrid,15/01/2021,1050,1150,1100
Uttar Pradesh,Aligarh,Aligarh,Wheat,Dara,15/01/2021,1760,1780,1770
Uttar Pradesh,Aligarh,Atrauli,Apple,Delicious,15/01/2021,5000,5200,5100
Uttar Pradesh,Aligarh,Atrauli,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/01/2021,9550,9625,9600
Uttar Pradesh,Aligarh,Atrauli,Bajra(Pearl Millet/Cumbu),Hybrid,15/01/2021,1200,1270,1250
Uttar Pradesh,Aligarh,Atrauli,Banana,Banana - Ripe,15/01/2021,2040,2125,2090
Uttar Pradesh,Aligarh,Atrauli,Black Gram Dal (Urd Dal),Black Gram Dal,15/01/2021,8985,9040,9020
Uttar Pradesh,Aligarh,Atrauli,Brinjal,Brinjal,15/01/2021,710,800,760
Uttar Pradesh,Aligarh,Atrauli,Cabbage,Cabbage,15/01/2021,510,600,560
Uttar Pradesh,Aligarh,Atrauli,Carrot,Carrot,15/01/2021,570,660,620
Uttar Pradesh,Aligarh,Atrauli,Cauliflower,Cauliflower,15/01/2021,500,600,550
Uttar Pradesh,Aligarh,Atrauli,Green Chilli,Green Chilly,15/01/2021,3200,3300,3250
Uttar Pradesh,Aligarh,Atrauli,Mustard Oil,Mustard Oil,15/01/2021,11870,11950,11920
Uttar Pradesh,Aligarh,Atrauli,Onion,Red,15/01/2021,2770,2860,2820
Uttar Pradesh,Aligarh,Atrauli,Paddy(Dhan)(Basmati),Sugandha,15/01/2021,2090,2140,2125
Uttar Pradesh,Aligarh,Atrauli,Potato,Desi,15/01/2021,760,830,800
Uttar Pradesh,Aligarh,Atrauli,Raddish,Raddish,15/01/2021,510,600,560
Uttar Pradesh,Aligarh,Atrauli,Rice,III,15/01/2021,2500,2600,2550
Uttar Pradesh,Aligarh,Atrauli,Tomato,Deshi,15/01/2021,750,835,800
Uttar Pradesh,Aligarh,Atrauli,Wheat,Dara,15/01/2021,1730,1785,1770
Uttar Pradesh,Aligarh,Charra,Apple,Kasmir/Shimla - II,15/01/2021,4980,5050,5030
Uttar Pradesh,Aligarh,Charra,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/01/2021,9600,9670,9650
Uttar Pradesh,Aligarh,Charra,Bajra(Pearl Millet/Cumbu),Hybrid,15/01/2021,1230,1300,1280
Uttar Pradesh,Aligarh,Charra,Banana,Banana - Ripe,15/01/2021,1950,2020,2000
Uttar Pradesh,Aligarh,Charra,Black Gram Dal (Urd Dal),Black Gram Dal,15/01/2021,9000,9070,9050
Uttar Pradesh,Aligarh,Charra,Brinjal,Brinjal,15/01/2021,630,730,700
Uttar Pradesh,Aligarh,Charra,Cabbage,Cabbage,15/01/2021,400,500,470
Uttar Pradesh,Aligarh,Charra,Carrot,Carrot,15/01/2021,600,700,670
Uttar Pradesh,Aligarh,Charra,Cauliflower,Cauliflower,15/01/2021,500,600,570
Uttar Pradesh,Aligarh,Charra,Field Pea,Field Pea,15/01/2021,900,1000,970
Uttar Pradesh,Aligarh,Charra,Green Chilli,Green Chilly,15/01/2021,3230,3330,3300
Uttar Pradesh,Aligarh,Charra,Maize,Hybrid,15/01/2021,1800,1850,1850
Uttar Pradesh,Aligarh,Charra,Mustard,Sarson(Black),15/01/2021,5650,5720,5700
Uttar Pradesh,Aligarh,Charra,Mustard Oil,Mustard Oil,15/01/2021,11900,11970,11950
Uttar Pradesh,Aligarh,Charra,Onion,Red,15/01/2021,2780,2880,2850
Uttar Pradesh,Aligarh,Charra,Paddy(Dhan)(Basmati),Sugandha,15/01/2021,2120,2200,2170
Uttar Pradesh,Aligarh,Charra,Potato,Desi,15/01/2021,880,980,950
Uttar Pradesh,Aligarh,Charra,Pumpkin,Pumpkin,15/01/2021,810,910,880
Uttar Pradesh,Aligarh,Charra,Raddish,Raddish,15/01/2021,380,480,450
Uttar Pradesh,Aligarh,Charra,Rice,III,15/01/2021,2500,2570,2550
Uttar Pradesh,Aligarh,Charra,Tomato,Deshi,15/01/2021,1080,1180,1150
Uttar Pradesh,Aligarh,Charra,Wheat,Dara,15/01/2021,1700,1760,1740
Uttar Pradesh,Allahabad,Allahabad,Bengal Gram(Gram)(Whole),Desi (Whole),15/01/2021,5000,5250,5100
Uttar Pradesh,Allahabad,Allahabad,Gur(Jaggery),Red,15/01/2021,2700,2900,2800
Uttar Pradesh,Allahabad,Allahabad,Mustard,Lohi Black,15/01/2021,5600,5800,5700
Uttar Pradesh,Allahabad,Allahabad,Mustard Oil,Mustard Oil,15/01/2021,11700,11950,11800
Uttar Pradesh,Allahabad,Allahabad,Paddy(Dhan)(Common),Paddy Coarse,15/01/2021,1800,1950,1868
Uttar Pradesh,Allahabad,Allahabad,Peas(Dry),Peas(Dry),15/01/2021,5700,5900,5800
Uttar Pradesh,Allahabad,Allahabad,Rice,Coarse,15/01/2021,2100,2400,2250
Uttar Pradesh,Allahabad,Sirsa,Onion,Red,15/01/2021,2900,3000,2950
Uttar Pradesh,Allahabad,Sirsa,Potato,Desi,15/01/2021,900,1000,950
Uttar Pradesh,Ambedkarnagar,Akbarpur,Apple,Delicious,15/01/2021,6500,6650,6600
Uttar Pradesh,Ambedkarnagar,Akbarpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/01/2021,8200,8450,8310
Uttar Pradesh,Ambedkarnagar,Akbarpur,Banana,Banana - Ripe,15/01/2021,2000,2110,2010
Uttar Pradesh,Ambedkarnagar,Akbarpur,Banana - Green,Banana - Green,15/01/2021,880,930,910
Uttar Pradesh,Ambedkarnagar,Akbarpur,Bottle gourd,Bottle Gourd,15/01/2021,1100,1130,1110
Uttar Pradesh,Ambedkarnagar,Akbarpur,Brinjal,Round/Long,15/01/2021,1000,1120,1100
Uttar Pradesh,Ambedkarnagar,Akbarpur,Capsicum,Capsicum,15/01/2021,3400,3710,3650
Uttar Pradesh,Ambedkarnagar,Akbarpur,Carrot,Carrot,15/01/2021,1000,1080,1020
Uttar Pradesh,Ambedkarnagar,Akbarpur,Cauliflower,Cauliflower,15/01/2021,1000,1210,1100
Uttar Pradesh,Ambedkarnagar,Akbarpur,Field Pea,Field Pea,15/01/2021,1300,1400,1350
Uttar Pradesh,Ambedkarnagar,Akbarpur,Garlic,Desi,15/01/2021,7600,7720,7700
Uttar Pradesh,Ambedkarnagar,Akbarpur,Ginger(Green),Green Ginger,15/01/2021,2250,2420,2410
Uttar Pradesh,Ambedkarnagar,Akbarpur,Green Chilli,Green Chilly,15/01/2021,3500,3550,3520
Uttar Pradesh,Ambedkarnagar,Akbarpur,Lemon,Lemon,15/01/2021,2700,2850,2800
Uttar Pradesh,Ambedkarnagar,Akbarpur,Onion,Red,15/01/2021,3320,3450,3410
Uttar Pradesh,Ambedkarnagar,Akbarpur,Paddy(Dhan)(Common),Common,15/01/2021,1100,1868,1868
Uttar Pradesh,Ambedkarnagar,Akbarpur,Papaya,Papaya,15/01/2021,2050,2200,2150
Uttar Pradesh,Ambedkarnagar,Akbarpur,Potato,Desi,15/01/2021,720,820,810
Uttar Pradesh,Ambedkarnagar,Akbarpur,Pumpkin,Pumpkin,15/01/2021,1200,1280,1250
Uttar Pradesh,Ambedkarnagar,Akbarpur,Spinach,Spinach,15/01/2021,900,1110,1010
Uttar Pradesh,Ambedkarnagar,Akbarpur,Tomato,Local,15/01/2021,750,880,820
Uttar Pradesh,Auraiya,Achalda,Apple,Delicious,15/01/2021,6400,6600,6500
Uttar Pradesh,Auraiya,Achalda,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/01/2021,9200,9300,9250
Uttar Pradesh,Auraiya,Achalda,Bajra(Pearl Millet/Cumbu),Hybrid,15/01/2021,1300,1340,1330
Uttar Pradesh,Auraiya,Achalda,Banana,Banana - Ripe,15/01/2021,2200,2250,2250
Uttar Pradesh,Auraiya,Achalda,Bengal Gram(Gram)(Whole),Desi (Whole),15/01/2021,4800,5000,4860
Uttar Pradesh,Auraiya,Achalda,Black Gram Dal (Urd Dal),Black Gram Dal,15/01/2021,12400,12550,12500
Uttar Pradesh,Auraiya,Achalda,Bottle gourd,Bottle Gourd,15/01/2021,1000,1200,1100
Uttar Pradesh,Auraiya,Achalda,Brinjal,Round/Long,15/01/2021,1000,1100,1080
Uttar Pradesh,Auraiya,Achalda,Cucumbar(Kheera),Cucumbar,15/01/2021,1600,1700,1620
Uttar Pradesh,Auraiya,Achalda,Garlic,Garlic,15/01/2021,7000,7200,7100
Uttar Pradesh,Auraiya,Achalda,Green Chilli,Green Chilly,15/01/2021,3100,3300,3200
Uttar Pradesh,Auraiya,Achalda,Gur(Jaggery),Red,15/01/2021,2700,2900,2800
Uttar Pradesh,Auraiya,Achalda,Mustard,Lohi Black,15/01/2021,5500,5700,5600
Uttar Pradesh,Auraiya,Achalda,Mustard Oil,Mustard Oil,15/01/2021,11900,12100,12000
Uttar Pradesh,Auraiya,Achalda,Onion,Red,15/01/2021,2900,3100,3000
Uttar Pradesh,Auraiya,Achalda,Paddy(Dhan)(Common),Paddy Coarse,15/01/2021,1868,1868,1868
Uttar Pradesh,Auraiya,Achalda,Potato,Badshah,15/01/2021,700,800,750
Uttar Pradesh,Auraiya,Achalda,Pumpkin,Pumpkin,15/01/2021,1450,1540,1500
Uttar Pradesh,Auraiya,Achalda,Rice,III,15/01/2021,2200,2300,2260
Uttar Pradesh,Auraiya,Achalda,Tomato,Hybrid,15/01/2021,700,800,740
Uttar Pradesh,Auraiya,Achalda,Wheat,Dara,15/01/2021,1670,1710,1700
Uttar Pradesh,Auraiya,Dibiapur,Brinjal,Round/Long,15/01/2021,750,875,800
Uttar Pradesh,Auraiya,Dibiapur,Cabbage,Cabbage,15/01/2021,500,700,600
Uttar Pradesh,Auraiya,Dibiapur,Carrot,Carrot,15/01/2021,600,800,700
Uttar Pradesh,Auraiya,Dibiapur,Cauliflower,Cauliflower,15/01/2021,625,800,700
Uttar Pradesh,Auraiya,Dibiapur,Cucumbar(Kheera),Cucumbar,15/01/2021,1400,1600,1500
Uttar Pradesh,Auraiya,Dibiapur,Ginger(Green),Green Ginger,15/01/2021,2400,2600,2500
Uttar Pradesh,Auraiya,Dibiapur,Onion,Red,15/01/2021,2200,2400,2300
Uttar Pradesh,Auraiya,Dibiapur,Potato,Desi,15/01/2021,600,800,700
Uttar Pradesh,Auraiya,Dibiapur,Pumpkin,Pumpkin,15/01/2021,750,925,800
Uttar Pradesh,Auraiya,Dibiapur,Raddish,Raddish,15/01/2021,450,575,500
Uttar Pradesh,Auraiya,Dibiapur,Sweet Potato,Sweet Potato,15/01/2021,1100,1300,1200
Uttar Pradesh,Auraiya,Dibiapur,Tomato,Hybrid,15/01/2021,550,725,600
Uttar Pradesh,Badaun,Babrala,Wheat,Dara,15/01/2021,1850,1950,1900
Uttar Pradesh,Badaun,Badayoun,Apple,Delicious,15/01/2021,6100,6300,6175
Uttar Pradesh,Badaun,Badayoun,Bajra(Pearl Millet/Cumbu),Deshi,15/01/2021,1350,1400,1375
Uttar Pradesh,Badaun,Badayoun,Banana - Green,Banana - Green,15/01/2021,1230,1320,1275
Uttar Pradesh,Badaun,Badayoun,Bengal Gram(Gram)(Whole),Desi (Whole),15/01/2021,5450,5600,5500
Uttar Pradesh,Badaun,Badayoun,Black Gram (Urd Beans)(Whole),Black Gram (Whole),15/01/2021,7000,7110,7050
Uttar Pradesh,Badaun,Badayoun,Bottle gourd,Bottle Gourd,15/01/2021,900,1000,950
Uttar Pradesh,Badaun,Badayoun,Brinjal,Brinjal,15/01/2021,800,930,875
Uttar Pradesh,Badaun,Badayoun,Cabbage,Cabbage,15/01/2021,500,650,600
Uttar Pradesh,Badaun,Badayoun,Cauliflower,Cauliflower,15/01/2021,500,650,610
Uttar Pradesh,Badaun,Badayoun,Cucumbar(Kheera),Cucumbar,15/01/2021,1300,1420,1340
Uttar Pradesh,Badaun,Badayoun,Ginger(Green),Green Ginger,15/01/2021,3100,3280,3200
Uttar Pradesh,Badaun,Badayoun,Green Chilli,Green Chilly,15/01/2021,1800,1950,1880
Uttar Pradesh,Badaun,Badayoun,Green Gram (Moong)(Whole),Green (Whole),15/01/2021,7530,7640,7580
Uttar Pradesh,Badaun,Badayoun,Gur(Jaggery),Red,15/01/2021,3000,3100,3050
Uttar Pradesh,Badaun,Badayoun,Lemon,Lemon,15/01/2021,3000,3150,3080
Uttar Pradesh,Badaun,Badayoun,Lentil (Masur)(Whole),Masoor Gola,15/01/2021,5950,6080,6000
Uttar Pradesh,Badaun,Badayoun,Mustard,Sarson(Black),15/01/2021,5160,5260,5210
Uttar Pradesh,Badaun,Badayoun,Onion,Nasik,15/01/2021,2500,2700,2575
Uttar Pradesh,Badaun,Badayoun,Paddy(Dhan)(Common),Sarvati,15/01/2021,1850,1920,1880
Uttar Pradesh,Badaun,Badayoun,Papaya,Papaya,15/01/2021,1750,1850,1800
Uttar Pradesh,Badaun,Badayoun,Potato,Desi,15/01/2021,700,800,775
Uttar Pradesh,Badaun,Badayoun,Pumpkin,Pumpkin,15/01/2021,1100,1200,1130
Uttar Pradesh,Badaun,Badayoun,Rice,III,15/01/2021,2350,2430,2380
Uttar Pradesh,Badaun,Badayoun,Tomato,Deshi,15/01/2021,1100,1310,1275
Uttar Pradesh,Badaun,Badayoun,Wheat,Dara,15/01/2021,1680,1770,1720
Uttar Pradesh,Badaun,Badayoun,White Peas,White Peas,15/01/2021,6050,6150,6100
Uttar Pradesh,Badaun,Bilsi,Apple,Apple,15/01/2021,6000,6100,6085
